exercise_id,exercise_name,representative_id,met_value,intensity_level,met_source,source_activity_name,mapping_basis,review_status,production_eligible
NEX-000198,Overhead Barbell Press,REX-000086,6,VIGOROUS,ADULT_COMPENDIUM_2024;activity_code=02050;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight lifting - free weight, nautilus or universal-type), vigorous effort",USER_APPROVED_COMPENDIUM_02050_VIGOROUS_RESISTANCE,DOMAIN_APPROVED,true
NEX-000199,Inverted Lat Pull Down,REX-000038,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_NO_DIRECT_MATCH_PROXY_COMPENDIUM_02052,DOMAIN_APPROVED,true
NEX-000200,Arnold Shoulder Press,REX-000086,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000201,Dumbbell Goblet Squat,REX-000025,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000202,Leg Curl,REX-000083,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000203,Leg Extension,REX-000044,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_NO_DIRECT_MATCH_PROXY_COMPENDIUM_02052,DOMAIN_APPROVED,true
NEX-000204,Leg Press,REX-000041,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000205,Romanian Deadlift,REX-000007,6,VIGOROUS,ADULT_COMPENDIUM_2024;activity_code=02050;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight lifting - free weight, nautilus or universal-type), vigorous effort",USER_APPROVED_COMPENDIUM_02050_VIGOROUS_RESISTANCE,DOMAIN_APPROVED,true
NEX-000206,Incline Bench Press - Dumbbell,REX-000049,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000207,"Shoulder Press, on Machine",REX-000086,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000208,2 Handed Kettlebell Swing,REX-000061,9.8,vigorous,ADULT_COMPENDIUM_PDF_2024;activity_code=02058;source_locator=PDF page 2;url=https://pacompendium.com/adult-compendium/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,Kettle bell swings,COMPENDIUM_EXACT_MATCH_EXERCISE_AND_EQUIPMENT,DOMAIN_APPROVED,true
